Date & Time,use [kW],gen [kW],Grid [kW],AC [kW],Furnace [kW],Cellar Lights [kW],Washer [kW],First Floor lights [kW],Utility Rm + Basement Bath [kW],Garage outlets [kW],MBed + KBed outlets [kW],Dryer + egauge [kW],Panel GFI (central vac) [kW],Home Office (R) [kW],Dining room (R) [kW],Microwave (R) [kW],Fridge (R) [kW]
2015-01-01 00:00:00,0.300236667,0.0,0.300236667,0.000297778,0.009304444,0.006628333,0.000507778,0.003864444,0.002452222,0.004698333,0.138605,0.000113333,0.000312778,0.005,0.023986667,0.004765,0.003
2015-01-01 00:30:00,0.291521667,0.0,0.291521667,0.000261667,0.009401667,0.006723333,0.000471111,0.003865556,0.002448333,0.004728889,0.122165556,0.000122222,0.000321111,0.005,0.009978333,0.004833889,0.037902222
2015-01-01 01:00:00,0.290701667,0.0,0.290701667,0.000163889,0.009291111,0.00674,0.000392778,0.003776111,0.002418333,0.004704444,0.090557778,0.000126667,0.000335556,0.005,0.001309444,0.004804444,0.096869444
2015-01-01 01:30:00,0.179215556,0.0,0.179215556,0.000126667,0.009400556,0.006777778,0.000327222,0.003798889,0.002403333,0.004695556,0.059818333,4.7778e-05,0.00028,0.005,0.001351667,0.00482,0.003
2015-01-01 02:00:00,0.214932778,0.0,0.214932778,0.000118333,0.009522222,0.006828333,0.000330556,0.003811667,0.002436111,0.004772778,0.060232778,7.5556e-05,0.000298889,0.004999444,0.001357222,0.004863889,0.043399444
2015-01-01 02:30:00,0.264436667,0.0,0.264436667,9.2222e-05,0.009565556,0.006869444,0.00032,0.003794444,0.002407778,0.004732222,0.05972,0.000108889,0.000321111,0.005,0.001499444,0.004891667,0.102796111
2015-01-01 03:00:00,0.180035556,0.0,0.180035556,0.000112222,0.009507778,0.006806667,0.000341111,0.003822778,0.00246,0.004796667,0.059957778,4.4444e-05,0.000295556,0.005,0.001270556,0.004833889,0.003
2015-01-01 03:30:00,0.324772222,0.0,0.324772222,0.000867222,0.153630556,0.006893889,0.000306111,0.003782778,0.002312222,0.004786667,0.060543333,2.222e-06,0.000312778,0.005022778,0.001226667,0.004763333,0.003
2015-01-01 04:00:00,0.679146111,0.0,0.679146111,0.002101111,0.405043889,0.007049444,0.000213333,0.003637222,0.002090556,0.004825,0.060245556,1.6667e-05,0.000392222,0.005063889,0.00094,0.004561667,0.125461111
2015-01-01 04:30:00,0.450031111,0.0,0.450031111,0.001458889,0.266211111,0.006955,0.000273889,0.003729444,0.002204444,0.004815556,0.060306111,3.2222e-05,0.000314444,0.005018889,0.001251111,0.004723333,0.018205
2015-01-01 05:00:00,0.18263,0.0,0.18263,0.000103889,0.009605,0.006881667,0.000337222,0.00385,0.002422778,0.004792222,0.060449444,4.5556e-05,0.000262222,0.005,0.001648333,0.004938333,0.003
2015-01-01 05:30:00,0.584187778,0.0,0.584187778,0.00184,0.347384444,0.007093889,0.000225,0.003705556,0.002164444,0.004888333,0.060745556,1.1111e-05,0.000347222,0.005072778,0.001058333,0.004691111,0.08015
2015-01-01 06:00:00,0.616157778,0.0,0.616157778,0.002075556,0.379032778,0.021866111,0.000191667,0.003671111,0.002143333,0.004853889,0.060146667,3.1111e-05,0.000341667,0.005093889,0.000999444,0.004647222,0.064252778
2015-01-01 06:30:00,0.545135,0.0,0.545135,0.002062778,0.375161667,0.007079444,0.000198333,0.003664444,0.002132222,0.004820556,0.060045,5.6667e-05,0.000291667,0.005057778,0.001,0.004593889,0.003
2015-01-01 07:00:00,0.59854,0.0,0.59854,0.002058889,0.377160556,0.007132778,0.000193333,0.003645556,0.002113889,0.004792778,0.060526667,7.778e-06,0.000297778,0.005000556,0.001,0.004661111,0.072702778
2015-01-01 07:30:00,0.604916667,0.0,0.604916667,0.002042778,0.376090556,0.007134444,0.000188889,0.003626667,0.002129444,0.004823333,0.058179444,1.111e-06,0.000292222,0.005044444,0.001,0.004630556,0.089347778
2015-01-01 08:00:00,0.532340556,0.0,0.532340556,0.002098333,0.376850556,0.007113889,0.000208333,0.003661667,0.002130556,0.004826111,0.058504444,3.7778e-05,0.000239444,0.005047222,0.001,0.004645556,0.003
2015-01-01 08:30:00,0.639931667,0.0,0.639931667,0.002083333,0.384117222,0.007093889,0.000191667,0.003595556,0.002103333,0.004785556,0.058353889,2.222e-06,0.000279444,0.005046667,0.001,0.004626667,0.096242222
2015-01-01 09:00:00,0.666625556,0.0,0.666625556,0.002077222,0.386128889,0.007066667,0.000192222,0.003582222,0.002102222,0.004789444,0.058973889,6.667e-06,0.000279444,0.005035556,0.000999444,0.004620556,0.077865556
2015-01-01 09:30:00,0.584894444,0.0,0.584894444,0.002051667,0.369781667,0.007016111,0.00021,0.003603333,0.002112778,0.004781667,0.057917222,2.7778e-05,0.000234444,0.005026667,0.001,0.004646111,0.002838889
2015-01-01 10:00:00,0.676091111,0.0,0.676091111,0.002007222,0.368222222,0.007022778,0.000197222,0.003538889,0.002082222,0.004705556,0.058267222,2e-05,0.000282222,0.005095556,0.001,0.004602778,0.110962778
2015-01-01 10:30:00,0.424885,0.0,0.424885,0.000797778,0.149735,0.006901667,0.000256667,0.003622778,0.002237778,0.00465,0.058292222,3.5556e-05,0.000230556,0.00504,0.001432778,0.004770556,0.071192222
2015-01-01 11:00:00,0.729562222,0.0,0.729562222,0.002126667,0.354399444,0.084553889,0.00017,0.003459444,0.002186667,0.004686667,0.058492222,0.0,0.000256667,0.005007222,0.001012778,0.004645,0.002833889
2015-01-01 11:30:00,0.554756111,0.0,0.554756111,0.000977222,0.186734444,0.006953889,0.000238333,0.003559444,0.002195,0.004618333,0.057671667,6.6667e-05,0.000268889,0.004999444,0.001335,0.004786667,0.134876111
2015-01-01 12:00:00,0.220032222,0.0,0.220032222,3.3333e-05,0.009333889,0.006816111,0.000303333,0.003668889,0.002357222,0.004635,0.057971667,4.5556e-05,0.000196111,0.005008333,0.001463889,0.004860556,0.053839444
2015-01-01 12:30:00,0.319578333,0.0,0.319578333,4e-05,0.009318333,0.006861111,0.000300556,0.003665,0.002364444,0.004643333,0.058897778,7.1111e-05,0.000226111,0.005015,0.001671111,0.004897222,0.011864444
2015-01-01 13:00:00,0.617084444,0.0,0.617084444,0.000250556,0.060030556,0.007048889,0.000241111,0.003546111,0.002281667,0.004585,0.057713333,0.000213333,0.000384444,0.004841667,0.001931667,0.004909444,0.291239444
2015-01-01 13:30:00,0.619006111,0.0,0.619006111,0.001673889,0.320081111,0.007123889,0.000208889,0.003593889,0.002155556,0.004712778,0.057842222,2.2222e-05,0.000309444,0.005112222,0.001114444,0.004645556,0.12249
2015-01-01 14:00:00,0.633697778,0.0,0.633697778,1.2222e-05,0.009598333,0.006986667,0.000276111,0.007017778,0.002335,0.004687778,0.058116667,0.000147778,0.000304444,0.004233333,0.001803889,0.239145556,0.152308333
2015-01-01 14:30:00,0.572135,0.0,0.572135,0.001050556,0.19655,0.024442222,0.000241667,0.017002222,0.002272222,0.004888889,0.05875,7.6667e-05,0.000302778,0.022077222,0.001441111,0.004735556,0.142257778
2015-01-01 15:00:00,0.716258889,0.0,0.716258889,0.000223333,0.157633889,0.016477222,0.290498889,0.003722778,0.002207222,0.00495,0.057921667,7.7778e-05,0.000205,0.049021111,0.001207778,0.004678889,0.028321667
2015-01-01 15:30:00,0.489272222,0.0,0.489272222,0.000519444,0.144867778,0.007032222,0.089499444,0.003659444,0.002227778,0.004834444,0.057956667,2.1111e-05,0.000227778,0.004988333,0.001211667,0.004695,0.071091111
2015-01-01 16:00:00,0.655797222,0.0,0.655797222,0.000848889,0.238643889,0.007058889,0.133500556,0.024321667,0.002140556,0.004808333,0.057894444,1.111e-06,0.000238333,0.004988333,0.001270556,0.004694444,0.084543889
2015-01-01 16:30:00,3.599461111,0.0,3.599461111,0.000921111,0.079066111,0.007986111,0.002197222,0.030588889,0.002232778,0.004597222,0.058041667,3.516961111,0.000722778,0.005004444,0.014831667,0.004617222,0.004537778
2015-01-01 17:00:00,2.444336667,0.0,2.444336667,0.00249,0.370576667,0.00682,0.001348333,0.030393333,0.002076667,0.004733889,0.057428333,1.903881111,0.000805556,0.005021667,0.022955556,0.004431111,0.145168333
2015-01-01 17:30:00,0.399485556,0.0,0.399485556,0.000412778,0.056121667,0.006783333,0.000398889,0.030796111,0.002283889,0.004717778,0.058303889,0.074231111,0.000261667,0.005001111,0.023685556,0.004804444,0.016943333
2015-01-01 18:00:00,0.598471667,0.0,0.598471667,0.001487222,0.255973889,0.006975556,0.000266111,0.030651667,0.002177778,0.004842222,0.059219444,3.2222e-05,0.000258889,0.005017778,0.023416667,0.004663333,0.073251667
2015-01-01 18:30:00,0.565817778,0.0,0.565817778,0.001163333,0.198017222,0.022987222,0.000273333,0.030610556,0.002227778,0.004799444,0.059537222,5e-05,0.000256111,0.005003889,0.023623333,0.00475,0.082551111
2015-01-01 19:00:00,0.413672222,0.0,0.413672222,0.000733889,0.121200556,0.006855,0.000303333,0.030833333,0.002261111,0.004799444,0.058180556,2.2222e-05,0.000218889,0.005001111,0.0236,0.00475,0.002921111
2015-01-01 19:30:00,0.434266667,0.0,0.434266667,0.000106667,0.017623889,0.006795556,0.000320556,0.031131667,0.002294444,0.004772222,0.058197222,0.000122222,0.000261111,0.004982222,0.023986111,0.004928333,0.146038889
2015-01-01 20:00:00,0.716532778,0.0,0.716532778,0.002151667,0.372275556,0.009865556,0.000265,0.031191667,0.002104444,0.004915556,0.064822222,1.6667e-05,0.000282778,0.022681111,0.023465,0.004570556,0.013122222
2015-01-01 20:30:00,0.656575556,0.0,0.656575556,0.000822778,0.146525556,0.006905556,0.00029,0.031521667,0.002232222,0.0047,0.058048333,0.000102222,0.0003,0.004872222,0.023865556,0.004876111,0.109595556
2015-01-01 21:00:00,0.523181667,0.0,0.523181667,0.001041111,0.181241111,0.006857222,0.000295556,0.031205,0.002252778,0.004782222,0.058233889,3.8889e-05,0.000256667,0.005153333,0.023577778,0.004730556,0.059929444
2015-01-01 21:30:00,0.560467222,0.0,0.560467222,0.001452222,0.249327778,0.006835,0.000290556,0.031060556,0.002223333,0.004820556,0.058352222,1.111e-06,0.000259444,0.005188889,0.023363333,0.004627778,0.021788889
2015-01-01 22:00:00,0.533282778,0.0,0.533282778,4.3889e-05,0.009343333,0.006738333,0.000334444,0.031015556,0.002342222,0.004669444,0.058440556,0.000138889,0.000284444,0.004738889,0.023843333,0.065144444,0.144318889
2015-01-01 22:30:00,0.294574444,0.0,0.294574444,7e-05,0.009421111,0.006762778,0.000342778,0.012805,0.002421667,0.004788889,0.059308333,5.6667e-05,0.000225,0.005004444,0.02393,0.004816667,0.017508333
2015-01-01 23:00:00,0.355560556,0.0,0.355560556,9.5556e-05,0.009606667,0.022531667,0.000311667,0.003738889,0.002422222,0.004738889,0.06005,0.000114444,0.000278889,0.004973333,0.023987222,0.004866667,0.093620556
2015-01-01 23:30:00,0.270602778,0.0,0.270602778,8.9444e-05,0.009561111,0.006846667,0.000331111,0.003789444,0.002426667,0.004797222,0.060444444,7.3333e-05,0.000274444,0.005000556,0.024,0.004863889,0.053900556
2015-01-02 00:00:00,0.228305,0.0,0.228305,0.000105556,0.009525,0.006849444,0.000341667,0.003833333,0.002462778,0.004865,0.059889444,5.1111e-05,0.000263889,0.004999444,0.023999444,0.004901667,0.004668889
2015-01-02 00:30:00,0.31555,0.0,0.31555,6.9444e-05,0.009567778,0.006903333,0.000322222,0.003770556,0.002413889,0.004783889,0.059873333,0.000123333,0.000307778,0.005111111,0.006597222,0.004901667,0.135987778
2015-01-02 01:00:00,0.186081111,0.0,0.186081111,9.3333e-05,0.0095,0.006843889,0.000353889,0.003822778,0.002460556,0.004843333,0.059807222,4.4444e-05,0.000255,0.005478333,0.001218889,0.004845556,0.002863333
2015-01-02 01:30:00,0.225736111,0.0,0.225736111,9.7222e-05,0.009551111,0.006865,0.000345556,0.003811111,0.002458889,0.004861667,0.060415556,7.8889e-05,0.000279444,0.005303333,0.00143,0.004902778,0.049915
2015-01-02 02:00:00,0.255052778,0.0,0.255052778,8.0556e-05,0.009496111,0.006852222,0.000333333,0.00379,0.002433889,0.004802778,0.059741111,9e-05,0.000301667,0.005027222,0.001298889,0.004881111,0.088151111
2015-01-02 02:30:00,0.181826667,0.0,0.181826667,9.8333e-05,0.009512778,0.006816111,0.000346667,0.003822778,0.002423889,0.004777222,0.059747778,5.1111e-05,0.000266111,0.005,0.00131,0.004864444,0.002848889
2015-01-02 03:00:00,0.242475,0.0,0.242475,7.5e-05,0.009433889,0.006801111,0.000339444,0.003773333,0.00242,0.004795556,0.060115556,8.6667e-05,0.000296111,0.004999444,0.001374444,0.004883333,0.073657222
2015-01-02 03:30:00,0.231650556,0.0,0.231650556,6.8333e-05,0.009462222,0.006781667,0.000337778,0.003771111,0.002407222,0.004759444,0.059292222,7.2222e-05,0.000287778,0.005,0.001293889,0.004855,0.062774444
2015-01-02 04:00:00,0.344841111,0.0,0.344841111,0.000960556,0.175454444,0.00684,0.000301667,0.00373,0.002271111,0.004773889,0.057847222,1.3333e-05,0.000285,0.005004444,0.001101667,0.004727222,0.002843333
2015-01-02 04:30:00,0.240557778,0.0,0.240557778,5.9444e-05,0.009391111,0.006755556,0.000331667,0.003747222,0.0024,0.004742778,0.057875556,8.5556e-05,0.000297778,0.005,0.001276667,0.004853333,0.074029444
2015-01-02 05:00:00,0.231683889,0.0,0.231683889,6.4444e-05,0.009467222,0.006775556,0.000325,0.003762778,0.002414444,0.004765556,0.058278333,7.6667e-05,0.000291667,0.005,0.001314444,0.004868333,0.062606667
2015-01-02 05:30:00,0.343755556,0.0,0.343755556,0.000948333,0.174455556,0.006847222,0.000283333,0.003731111,0.002285,0.004801111,0.057565556,4.444e-06,0.000287778,0.005018333,0.001166667,0.004751667,0.002847222
2015-01-02 06:00:00,0.543751667,0.0,0.543751667,0.00174,0.316418333,0.022158333,0.000211111,0.003632222,0.002202778,0.004830556,0.057928889,1.3333e-05,0.000329444,0.005028333,0.001014444,0.004627778,0.053302222
2015-01-02 06:30:00,0.611867778,0.0,0.611867778,0.002027222,0.378153333,0.007121667,0.000188889,0.003652778,0.002145,0.004853333,0.058039444,1.8889e-05,0.000321111,0.005095,0.000999444,0.004605,0.079948889
2015-01-02 07:00:00,0.539505556,0.0,0.539505556,0.002085556,0.380662778,0.007210556,0.000227778,0.003699444,0.002174444,0.004860556,0.058433889,5.6667e-05,0.00026,0.005176667,0.001,0.004597778,0.002846667
2015-01-02 07:30:00,0.707328889,0.0,0.707328889,0.001987778,0.378245,0.007258889,0.000198889,0.003591667,0.002141667,0.004793333,0.057698889,4.6667e-05,0.000352222,0.005073889,0.001,0.004632222,0.213698889
2015-01-02 08:00:00,0.618287778,0.0,0.618287778,0.002038333,0.378268889,0.00722,0.000212222,0.003626111,0.002133333,0.004768889,0.057559444,4.444e-06,0.000276667,0.005084444,0.001,0.004591111,0.104828333
2015-01-02 08:30:00,0.699842222,0.0,0.699842222,0.002046111,0.38561,0.00721,0.000207778,0.003565556,0.002116667,0.004768889,0.058306111,2.8889e-05,0.000301111,0.005002222,0.001001667,0.004646111,0.151641111
2015-01-02 09:00:00,0.724536111,0.0,0.724536111,0.002182222,0.391349444,0.043354444,0.000197778,0.003540556,0.002177778,0.004812222,0.057539444,2.222e-06,0.000274444,0.005043333,0.001003889,0.004622778,0.047038889
2015-01-02 09:30:00,0.825997222,0.0,0.825997222,0.002533889,0.372572778,0.034897222,0.000502222,0.003677778,0.002246111,0.004808889,0.167236667,5.1111e-05,0.000360556,0.005109444,0.000992222,0.00459,0.044717778
2015-01-02 10:00:00,2.108106111,0.0,2.108106111,0.007965,0.366425556,0.004592222,0.004046111,0.005402222,0.003116111,0.005023333,1.466646111,0.000533333,0.001457778,0.006001111,0.000707222,0.004004444,0.115642222
2015-01-02 10:30:00,1.914211111,0.0,1.914211111,0.007657222,0.320936111,0.004496667,0.004067778,0.005454444,0.003191667,0.005056667,1.458286111,0.000455556,0.00141,0.00603,0.000417222,0.004017222,0.003112222
2015-01-02 11:00:00,1.690732222,0.0,1.690732222,0.005187222,0.007280556,0.004386111,0.004099444,0.005466111,0.003421667,0.004941667,1.451328333,0.000514444,0.001407778,0.005999444,0.001,0.004174444,0.118630556
2015-01-02 11:30:00,1.641808889,0.0,1.641808889,0.005321667,0.007387778,0.004366667,0.004194444,0.005528333,0.003451667,0.004970556,1.464630556,0.000585556,0.001385556,0.006,0.001,0.004158333,0.044332222
2015-01-02 12:00:00,1.64423,0.0,1.64423,0.005370556,0.007357222,0.004391667,0.004245556,0.005570556,0.003473889,0.005101111,1.472291667,0.000692222,0.001385556,0.006,0.001,0.004218333,0.037485556
2015-01-02 12:30:00,1.704560556,0.0,1.704560556,0.005298333,0.007388889,0.004413333,0.004248333,0.005536667,0.003478333,0.005196111,1.468815556,0.000771111,0.00141,0.006,0.001,0.004235,0.112737778
2015-01-02 13:00:00,2.033627778,0.0,2.033627778,0.006601111,0.162310556,0.036407778,0.004155,0.005477222,0.003359444,0.005173889,1.468936111,0.000794444,0.001401111,0.005526111,0.000955556,0.158197778,0.003356111
2015-01-02 13:30:00,1.302327222,0.0,1.302327222,0.003602222,0.128545556,0.021926667,0.00227,0.004623889,0.002831111,0.00498,0.819481667,0.000506667,0.000882778,0.005675,0.001552222,0.059622778,0.145334444
2015-01-02 14:00:00,0.445385556,0.0,0.445385556,0.000752222,0.047605556,0.006605556,0.000790556,0.004007778,0.00252,0.004916111,0.286472222,0.000172222,0.000343333,0.00537,0.001725556,0.004711667,0.019025556
2015-01-02 14:30:00,0.679892222,0.0,0.679892222,0.001982778,0.254932222,0.006704444,0.000727222,0.003923889,0.002331667,0.004939444,0.286669444,0.000152222,0.000397222,0.005733889,0.001410556,0.004461111,0.052190556
2015-01-02 15:00:00,0.469357222,0.0,0.469357222,0.000438889,0.00921,0.006578333,0.000757778,0.003948333,0.002520556,0.004873333,0.27844,0.000223333,0.000372222,0.005237222,0.001829444,0.004816111,0.101938889
2015-01-02 15:30:00,0.569021667,0.0,0.569021667,0.001637778,0.199544444,0.006626667,0.000712222,0.003906667,0.002357778,0.004871111,0.273501111,0.000135556,0.000353889,0.005409444,0.001416111,0.004405556,0.002741667
2015-01-02 16:00:00,0.577782222,0.0,0.577782222,0.001037778,0.104713333,0.006524444,0.000735,0.024525556,0.002452778,0.004848889,0.262215556,0.000191111,0.000400556,0.005300556,0.001375556,0.004404444,0.109069444
2015-01-02 16:30:00,0.737120556,0.0,0.737120556,0.002009444,0.26024,0.006615,0.000734444,0.031038889,0.002335,0.004916111,0.266952222,0.00013,0.000402778,0.005532222,0.010551667,0.004189444,0.032517222
2015-01-02 17:00:00,0.913106111,0.0,0.913106111,0.001558889,0.208103333,0.026141667,0.047293889,0.031040556,0.002789444,0.004917222,0.257052778,0.00016,0.000415,0.005233889,0.023043333,0.004302778,0.041572222
2015-01-02 17:30:00,0.830654444,0.0,0.830654444,0.000171111,0.009817778,0.006692222,0.082341111,0.032201667,0.002468889,0.016519444,0.268862778,0.000223333,0.000399444,0.005028889,0.02322,0.004616111,0.115996111
2015-01-02 18:00:00,0.668307778,0.0,0.668307778,0.000713333,0.096930556,0.006671667,0.115227222,0.030976667,0.002485556,0.005024444,0.250914444,0.0001,0.000310556,0.005791111,0.022845,0.004095556,0.0033
2015-01-02 18:30:00,0.783882222,0.0,0.783882222,0.001855556,0.251728889,0.006705556,0.00065,0.030917222,0.002378333,0.005017222,0.239608889,0.000142222,0.000423333,0.005772222,0.022842778,0.004135,0.108363333
2015-01-02 19:00:00,0.515627222,0.0,0.515627222,0.000679444,0.072166667,0.006672778,0.000620556,0.031156667,0.002475556,0.004948889,0.204614444,0.000133333,0.000315556,0.005530556,0.023222222,0.004420556,0.045591667
2015-01-02 19:30:00,0.648642778,0.0,0.648642778,0.000668333,0.069888333,0.008271667,0.000638889,0.031275556,0.002443889,0.013863889,0.195967222,0.090143333,0.000337222,0.006508889,0.023555556,0.004392222,0.043496667
2015-01-02 20:00:00,4.342612778,0.0,4.342612778,0.000874444,0.008705,0.006425556,0.002752222,0.031927778,0.002378333,0.00467,0.190937778,3.92548,0.001012222,0.021167778,0.023808889,0.004241111,0.144035
2015-01-02 20:30:00,1.990547222,0.0,1.990547222,0.000783333,0.008846111,0.006397778,0.001587222,0.031686667,0.002471111,0.004835556,0.186201667,1.489337778,0.000807778,0.00496,0.023923333,0.004442778,0.13794
2015-01-02 21:00:00,0.71014,0.0,0.71014,0.000270556,0.009278333,0.006661111,0.000612778,0.03198,0.002484444,0.004957222,0.18349,0.00026,0.00042,0.004788889,0.024,0.004814444,0.135741111
2015-01-02 21:30:00,0.693713333,0.0,0.693713333,0.000318889,0.009382778,0.006666111,0.000614444,0.031987222,0.002503889,0.004980556,0.178987778,0.000265556,0.000431667,0.004831111,0.023999444,0.004877222,0.13601
2015-01-02 22:00:00,0.948526667,0.0,0.948526667,0.000905556,0.078816667,0.030396111,0.000606111,0.032043889,0.002490556,0.004945556,0.180066667,0.000206667,0.000414444,0.005557222,0.023768333,0.004527778,0.226118889
2015-01-02 22:30:00,1.090844444,0.0,1.090844444,0.001089444,0.083237778,0.006495556,0.00079,0.013397222,0.002584444,0.005107778,0.249007222,0.00012,0.000361111,0.006427778,0.023543333,0.004246667,0.179221111
2015-01-02 23:00:00,1.680913333,0.0,1.680913333,0.002996111,0.404988889,0.006535,0.000731667,0.004051667,0.002257778,0.005188333,0.251073333,8.5556e-05,0.000308889,0.007325556,0.022740556,0.003938889,0.149195
2015-01-02 23:30:00,1.209425,0.0,1.209425,0.00248,0.345681111,0.006625,0.000698889,0.003981667,0.002295,0.005173889,0.24813,4.3333e-05,0.000383889,0.006351667,0.023301667,0.004082222,0.139766667
2015-01-03 00:00:00,0.504098889,0.0,0.504098889,0.000459444,0.009243333,0.006478333,0.000763333,0.004117778,0.002617778,0.005103333,0.248897222,0.000137778,0.000325,0.005554444,0.023910556,0.004635556,0.008243889
2015-01-03 00:30:00,0.514473889,0.0,0.514473889,0.000537222,0.009315556,0.023022778,0.000775,0.004087778,0.002648889,0.0051,0.263290556,0.000251111,0.000422222,0.005266667,0.003497222,0.004917222,0.123482778
2015-01-03 01:00:00,0.697710556,0.0,0.697710556,0.002146111,0.286594444,0.006587222,0.000753889,0.004026667,0.002343333,0.005140556,0.273016111,0.000132222,0.000435,0.005579444,0.001218889,0.004358333,0.03538
2015-01-03 01:30:00,0.578523333,0.0,0.578523333,0.001326111,0.148677778,0.006540556,0.000762222,0.004051111,0.002468333,0.005103889,0.268002778,0.000177778,0.000421111,0.005431667,0.001382222,0.004578333,0.062292778
2015-01-03 02:00:00,0.444440556,0.0,0.444440556,0.000458889,0.009129444,0.006455556,0.000771111,0.004050556,0.002569444,0.005029444,0.258168889,0.00021,0.000388333,0.005251667,0.001632778,0.004782222,0.080791111
2015-01-03 02:30:00,0.364489444,0.0,0.364489444,0.000544444,0.00918,0.006461111,0.000756667,0.004077778,0.002601667,0.005059444,0.243738333,0.000174444,0.000356111,0.005343889,0.001519444,0.004731111,0.00277
2015-01-03 03:00:00,0.462978889,0.0,0.462978889,0.000501111,0.009251667,0.006537778,0.000716667,0.004025556,0.002560556,0.004999444,0.234367222,0.000244444,0.000415556,0.005215,0.001602222,0.004775556,0.130341111
2015-01-03 03:30:00,0.346749444,0.0,0.346749444,0.000542222,0.009211111,0.006501111,0.000721667,0.004058889,0.002601111,0.004886667,0.226277222,0.000163333,0.000362222,0.005323333,0.001542222,0.004742222,0.002768889
2015-01-03 04:00:00,0.404461111,0.0,0.404461111,0.000507778,0.009251111,0.006547778,0.00071,0.004045,0.002586667,0.004875556,0.226375,0.000207778,0.000391111,0.005730556,0.001603333,0.004776111,0.069187222
2015-01-03 04:30:00,0.387521111,0.0,0.387521111,0.000538889,0.009232222,0.006553333,0.000696667,0.004031667,0.002581111,0.004863333,0.218187222,0.000196667,0.000387778,0.005722222,0.001590556,0.004765556,0.059335556
2015-01-03 05:00:00,0.323555,0.0,0.323555,0.000472778,0.009245556,0.006520556,0.000662778,0.004012778,0.00254,0.004803889,0.204126111,0.000147778,0.000353889,0.005719444,0.00161,0.004724444,0.002734444
2015-01-03 05:30:00,0.417631111,0.0,0.417631111,0.000375556,0.009193889,0.006552778,0.000632222,0.003952778,0.002516111,0.004789444,0.198311111,0.000217778,0.000405,0.005223333,0.001638333,0.004741111,0.121698333
2015-01-03 06:00:00,0.580710556,0.0,0.580710556,0.001813889,0.266194444,0.006693333,0.000582222,0.003911111,0.002311667,0.004917222,0.194315,7.1111e-05,0.000397222,0.005523333,0.001179444,0.004350556,0.016282778
2015-01-03 06:30:00,0.672871667,0.0,0.672871667,0.002427778,0.381284444,0.006851667,0.000523333,0.003870556,0.00221,0.004975,0.182841667,2.2222e-05,0.00039,0.005656111,0.001032222,0.004245,0.002771667
2015-01-03 07:00:00,0.770151111,0.0,0.770151111,0.002338889,0.378170556,0.006918333,0.000457778,0.003743333,0.002166667,0.004852778,0.176283889,9.5556e-05,0.000416667,0.005400556,0.001189444,0.004303889,0.138858889
2015-01-03 07:30:00,0.649138889,0.0,0.649138889,0.002415,0.377383333,0.006882222,0.000476111,0.003761667,0.002118333,0.004745556,0.176506667,3.6667e-05,0.000309444,0.005310556,0.001548333,0.004505556,0.002741111
2015-01-03 08:00:00,0.68313,0.0,0.68313,0.002377778,0.375655556,0.006865,0.000451111,0.003717222,0.002111111,0.004713889,0.171952222,5.4444e-05,0.000324444,0.005349444,0.001394444,0.004360556,0.050050556
2015-01-03 08:30:00,0.791357778,0.0,0.791357778,0.002438889,0.394332222,0.021582222,0.009277222,0.003656667,0.00213,0.004748333,0.171470556,7.1111e-05,0.000356667,0.005347222,0.001310556,0.008435556,0.105486111
2015-01-03 09:00:00,0.89886,0.0,0.89886,0.001977222,0.372907222,0.024729444,0.099352222,0.003711111,0.002162222,0.004765556,0.17448,5.556e-06,0.000283889,0.067956667,0.001135556,0.031912778,0.002676667
2015-01-03 09:30:00,0.957823333,0.0,0.957823333,0.001912778,0.371300556,0.006921667,0.133666111,0.003718333,0.002080556,0.004718889,0.195429444,6.3333e-05,0.000344444,0.004769444,0.001137778,0.031841111,0.100622778
2015-01-03 10:00:00,3.561923333,0.0,3.561923333,0.002687778,0.375856111,0.046017222,0.042573333,0.003570556,0.012291111,0.004538333,0.166319444,2.840236667,0.000851667,0.004943333,0.001068889,0.031475,0.147167222
2015-01-03 10:30:00,3.019338333,0.0,3.019338333,0.002223333,0.293549444,0.006696111,0.084320556,0.003812222,0.002168333,0.004625,0.194861667,2.45207,0.000890556,0.005040556,0.001187222,0.03163,0.102238889
2015-01-03 11:00:00,1.639267778,0.0,1.639267778,0.001358333,0.262533889,0.05513,0.131192222,0.0037,0.006027778,0.004687778,0.167929444,0.745462222,0.000432778,0.024461667,0.001483889,0.032076111,0.056613333
2015-01-03 11:30:00,2.513434444,0.0,2.513434444,0.001283333,0.140158889,0.006702222,0.001634444,0.003759444,0.003452778,0.00532,0.144149444,2.090795556,0.000816667,0.040847778,0.001523333,0.032002778,0.113833333
2015-01-03 12:00:00,0.858272778,0.0,0.858272778,0.000944444,0.158627778,0.006958889,0.000546667,0.003683333,0.002281667,0.013225556,0.055805556,0.4675,0.000397778,0.037617778,0.001989444,0.019856667,0.03475
2015-01-03 12:30:00,0.337466667,0.0,0.337466667,2.1111e-05,0.009632222,0.007013889,0.000283889,0.003706667,0.002405,0.007396111,0.054092222,0.0001,0.000271111,0.038050556,0.002768333,0.004833889,0.122005
2015-01-03 13:00:00,0.287049444,0.0,0.287049444,2.9444e-05,0.009672222,0.00695,0.000280556,0.003707778,0.002398333,0.013346667,0.05412,5.1111e-05,0.000239444,0.037586667,0.01316,0.004751667,0.002682222
